silesia.tar,vmlinux-5.10.tar,deepfield.tar,misc.tar,fannie_mae_500k.tar,uiq2-16.bin,ambivert.wav.tar,uiq2-8.bin,uiq-32.bin,artificl.tar,uiq2-4.bin,enwik8.tar,large.tar
0,0,0,0.93,0.9,0.8,0.76,0.77,0.79,0.8,0.81,0.8,0.8,0.81
