vmlinux-5.10.tar,silesia.tar,large.tar,deepfield.tar,uiq2-8.bin,artificl.tar,misc.tar,uiq2-16.bin,enwik8.tar,uiq2-4.bin,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar
0,0,0,0.87,0.9,0.89,0.89,0.86,0.83,0.82,0.83,0.84,0.85,0.84
