silesia.tar,uiq2-4.bin,misc.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,artificl.tar,enwik8.tar,uiq2-16.bin,large.tar,vmlinux-5.10.tar,uiq-32.bin,deepfield.tar
0,0,0,0.84,0.54,0.47,0.6,0.51,0.48,0.62,0.57,0.62,0.44,0.55
