uiq2-4.bin,ambivert.wav.tar,deepfield.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin,artificl.tar,uiq2-8.bin,uiq2-16.bin,silesia.tar,vmlinux-5.10.tar,large.tar,enwik8.tar
0,0,0,0.81,0.86,0.79,0.73,0.73,0.71,0.68,0.71,0.73,0.76,0.77
