enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,artificl.tar,uiq-32.bin,misc.tar,ambivert.wav.tar,uiq2-8.bin,uiq2-16.bin,large.tar,deepfield.tar,silesia.tar,uiq2-4.bin
0,0,0,0.64,0.74,0.67,0.65,0.61,0.59,0.6,0.63,0.65,0.65,0.67
