large.tar,uiq2-8.bin,uiq-32.bin,uiq2-4.bin,silesia.tar,vmlinux-5.10.tar,deepfield.tar,ambivert.wav.tar,uiq2-16.bin,fannie_mae_500k.tar,artificl.tar,misc.tar,enwik8.tar
0,0,0,0.82,0.83,0.62,0.47,0.41,0.44,0.32,0.6,0.29,0.57,0.48
