svg-medium,psd-large,psd-small,jpeg-small,png-medium,svg-small,psd-medium,jpeg-large,png-small,jpeg-medium,svg-large,png-large
0,0,0,0.4,0.28,0.25,0.3,0.33,0.31,0.21,0.24,0.2,0.26
