jpeg-medium,png-large,jpeg-small,jpeg-large,svg-large,png-medium,psd-small,svg-medium,svg-small,psd-large,psd-medium,png-small
0,0,0,0.6,0.67,0.67,0.65,0.6,0.61,0.61,0.61,0.62,0.64
