png-small,svg-medium,svg-large,png-medium,psd-small,png-large,psd-medium,jpeg-medium,svg-small,jpeg-large,psd-large,jpeg-small
0,0,0,0.69,0.7,0.63,0.68,0.7,0.7,0.7,0.71,0.72,0.72
