svg-medium,png-large,jpeg-medium,png-small,psd-small,psd-medium,jpeg-small,jpeg-large,svg-large,svg-small,psd-large,png-medium
0,0,0,0.78,0.79,0.76,0.74,0.71,0.68,0.68,0.68,0.67,0.65
