svg-medium,png-large,jpeg-medium,png-small,psd-small,psd-medium,jpeg-small,jpeg-large,svg-large,svg-small,psd-large,png-medium
0,0,0,0.65,0.76,0.73,0.7,0.68,0.66,0.65,0.64,0.62,0.62
