svg-large,png-medium,jpeg-small,psd-large,svg-medium,psd-small,svg-small,psd-medium,jpeg-medium,png-large,jpeg-large,png-small
0,0,0,0.36,0.54,0.55,0.56,0.58,0.58,0.57,0.6,0.63,0.65
