vmlinux-5.10.tar,large.tar,ambivert.wav.tar,uiq2-8.bin,uiq2-4.bin,artificl.tar,enwik8.tar,deepfield.tar,uiq2-16.bin,uiq-32.bin,misc.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.85,0.88,0.91,0.91,0.88,0.86,0.87,0.88,0.89,0.87,0.87
