png-medium,jpeg-medium,png-small,psd-small,svg-small,jpeg-large,png-large,svg-medium,svg-large,psd-medium,jpeg-small,psd-large
0,0,0,0.82,0.6,0.45,0.57,0.54,0.46,0.5,0.46,0.44,0.39
