psd-medium,png-small,svg-medium,jpeg-large,png-medium,svg-large,svg-small,jpeg-small,psd-large,jpeg-medium,psd-small,png-large
0,0,0,0.69,0.68,0.7,0.73,0.68,0.64,0.65,0.66,0.67,0.68
