uiq2-4.bin,vmlinux-5.10.tar,deepfield.tar,uiq2-8.bin,large.tar,fannie_mae_500k.tar,misc.tar,silesia.tar,artificl.tar,uiq2-16.bin,uiq-32.bin,enwik8.tar,ambivert.wav.tar
0,0,0,0.89,0.86,0.84,0.83,0.83,0.83,0.83,0.82,0.82,0.83,0.82
