silesia.tar,artificl.tar,ambivert.wav.tar,uiq2-8.bin,uiq2-4.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,uiq-32.bin,enwik8.tar,uiq2-16.bin,misc.tar,large.tar,deepfield.tar
0,0,0,0.79,0.82,0.81,0.82,0.82,0.82,0.83,0.83,0.83,0.83,0.83
