uiq2-16.bin,uiq2-8.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,large.tar,misc.tar,enwik8.tar,deepfield.tar,artificl.tar,uiq-32.bin,uiq2-4.bin,silesia.tar,ambivert.wav.tar
0,0,0,0.91,0.87,0.88,0.88,0.86,0.82,0.81,0.78,0.75,0.77,0.77
