jpeg-large,psd-small,svg-small,jpeg-medium,png-large,png-medium,svg-medium,psd-large,psd-medium,svg-large,jpeg-small,png-small
0,0,0,0.62,0.65,0.65,0.71,0.73,0.72,0.72,0.72,0.72,0.7
