jpeg-small,psd-small,jpeg-medium,jpeg-large,png-small,svg-small,psd-medium,svg-large,svg-medium,psd-large,png-medium,png-large
0,0,0,0.8,0.83,0.87,0.85,0.81,0.77,0.77,0.75,0.75,0.75
