psd-large,svg-small,psd-medium,svg-medium,png-large,jpeg-large,png-medium,jpeg-medium,svg-large,jpeg-small,png-small,psd-small
0,0,0,0.42,0.25,0.48,0.58,0.46,0.58,0.37,0.53,0.36,0.54
