silesia.tar,uiq-32.bin,large.tar,artificl.tar,uiq2-4.bin,uiq2-16.bin,vmlinux-5.10.tar,misc.tar,ambivert.wav.tar,uiq2-8.bin,deepfield.tar,fannie_mae_500k.tar,enwik8.tar
0,0,0,0.98,0.96,0.87,0.81,0.84,0.84,0.8,0.76,0.76,0.76,0.75
