uiq2-4.bin,vmlinux-5.10.tar,ambivert.wav.tar,deepfield.tar,artificl.tar,enwik8.tar,silesia.tar,uiq2-8.bin,uiq-32.bin,fannie_mae_500k.tar,misc.tar,large.tar,uiq2-16.bin
0,0,0,0.86,0.78,0.71,0.56,0.53,0.45,0.49,0.58,0.59,0.45,0.51
