enwik8.tar,fannie_mae_500k.tar,deepfield.tar,silesia.tar,uiq2-16.bin,ambivert.wav.tar,uiq2-8.bin,vmlinux-5.10.tar,uiq-32.bin,large.tar,misc.tar,uiq2-4.bin,artificl.tar
0,0,0,0.85,0.84,0.82,0.82,0.82,0.82,0.82,0.8,0.8,0.79,0.8
