jpeg-medium,svg-medium,png-medium,jpeg-large,png-small,svg-small,png-large,psd-medium,svg-large,psd-small,psd-large,jpeg-small
0,0,0,0.58,0.56,0.43,0.34,0.48,0.31,0.34,0.43,0.45,0.37
