png-large,psd-large,svg-small,psd-medium,jpeg-large,png-small,png-medium,jpeg-medium,psd-small,svg-large,svg-medium,jpeg-small
0,0,0,0.71,0.66,0.58,0.66,0.69,0.7,0.71,0.71,0.7,0.69
