enwik8.tar,large.tar,ambivert.wav.tar,vmlinux-5.10.tar,artificl.tar,uiq2-8.bin,silesia.tar,deepfield.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-4.bin,uiq-32.bin,misc.tar
0,0,0,0.93,0.9,0.89,0.8,0.74,0.76,0.76,0.77,0.75,0.74,0.76
