psd-large,jpeg-large,svg-small,jpeg-small,png-medium,svg-large,psd-small,svg-medium,png-large,psd-medium,jpeg-medium,png-small
0,0,0,0.76,0.77,0.72,0.72,0.7,0.69,0.68,0.68,0.69,0.69
