svg-medium,png-large,jpeg-medium,png-small,psd-small,psd-medium,jpeg-small,jpeg-large,svg-large,svg-small,psd-large,png-medium
0,0,0,0.51,0.73,0.77,0.75,0.73,0.72,0.74,0.73,0.7,0.69
