jpeg-small,svg-small,jpeg-large,psd-large,png-large,jpeg-medium,psd-medium,png-medium,svg-large,svg-medium,psd-small,png-small
0,0,0,0.45,0.43,0.52,0.32,0.31,0.3,0.33,0.31,0.33,0.31
