enwik8.tar,ambivert.wav.tar,large.tar,uiq2-8.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,artificl.tar,silesia.tar,deepfield.tar,uiq-32.bin,uiq2-4.bin,misc.tar,uiq2-16.bin
0,0,0,0.91,0.9,0.89,0.88,0.87,0.84,0.82,0.81,0.81,0.81,0.81
