psd-small,png-small,jpeg-medium,psd-large,psd-medium,svg-small,svg-large,png-large,jpeg-large,svg-medium,jpeg-small,png-medium
0,0,0,0.82,0.76,0.78,0.77,0.72,0.69,0.69,0.71,0.7,0.69
