psd-large,svg-small,psd-medium,svg-medium,png-large,jpeg-large,png-medium,jpeg-medium,svg-large,jpeg-small,png-small,psd-small
0,0,0,0.38,0.38,0.49,0.53,0.61,0.66,0.69,0.69,0.7,0.7
