jpeg-small,png-small,svg-small,png-large,psd-large,jpeg-medium,jpeg-large,svg-large,png-medium,svg-medium,psd-medium,psd-small
0,0,0,0.76,0.62,0.59,0.65,0.67,0.7,0.7,0.68,0.67,0.66
