fannie_mae_500k.tar,uiq2-4.bin,uiq-32.bin,deepfield.tar,ambivert.wav.tar,enwik8.tar,misc.tar,vmlinux-5.10.tar,artificl.tar,uiq2-8.bin,silesia.tar,large.tar,uiq2-16.bin
0,0,0,0.82,0.87,0.84,0.85,0.81,0.78,0.75,0.71,0.68,0.7,0.72
