deepfield.tar,ambivert.wav.tar,uiq2-8.bin,artificl.tar,misc.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq-32.bin,enwik8.tar,silesia.tar,vmlinux-5.10.tar,large.tar,uiq2-16.bin
0,0,0,0.84,0.82,0.78,0.75,0.77,0.78,0.79,0.81,0.81,0.83,0.82
