png-large,jpeg-medium,svg-large,jpeg-large,png-small,svg-small,svg-medium,psd-small,psd-medium,png-medium,jpeg-small,psd-large
0,0,0,0.85,0.7,0.66,0.68,0.69,0.67,0.65,0.66,0.65,0.65
