enwik8.tar,uiq2-4.bin,fannie_mae_500k.tar,artificl.tar,uiq2-16.bin,uiq2-8.bin,misc.tar,deepfield.tar,large.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq-32.bin,silesia.tar
0,0,0,1.0,0.89,0.77,0.72,0.76,0.77,0.74,0.75,0.74,0.74,0.75
