uiq2-16.bin,artificl.tar,deepfield.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq2-8.bin,large.tar,silesia.tar,uiq2-4.bin,enwik8.tar
0,0,0,0.56,0.52,0.54,0.57,0.6,0.63,0.64,0.65,0.67,0.69,0.71
