ambivert.wav.tar,large.tar,uiq2-8.bin,silesia.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin
0,0,0,0.58,0.7,0.74,0.75,0.76,0.77,0.72,0.7,0.69,0.7,0.67
