svg-large,psd-large,png-small,png-medium,png-large,jpeg-large,psd-medium,svg-small,jpeg-small,svg-medium,jpeg-medium,psd-small
0,0,0,0.58,0.67,0.76,0.78,0.81,0.79,0.76,0.75,0.72,0.68
