uiq-32.bin,vmlinux-5.10.tar,ambivert.wav.tar,enwik8.tar,misc.tar,uiq2-8.bin,large.tar,uiq2-16.bin,artificl.tar,silesia.tar,uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar
0,0,0,0.53,0.66,0.57,0.39,0.53,0.57,0.46,0.39,0.39,0.37,0.42
