png-medium,psd-large,jpeg-large,jpeg-medium,svg-small,psd-small,png-small,svg-large,jpeg-small,svg-medium,psd-medium,png-large
0,0,0,0.76,0.79,0.79,0.79,0.76,0.75,0.74,0.69,0.68,0.68
