silesia.tar,misc.tar,uiq2-8.bin,uiq2-16.bin,uiq-32.bin,deepfield.tar,enwik8.tar,large.tar,vmlinux-5.10.tar,artificl.tar,fannie_mae_500k.tar,uiq2-4.bin,ambivert.wav.tar
0,0,0,0.62,0.64,0.71,0.74,0.74,0.73,0.76,0.74,0.73,0.72,0.72
