silesia.tar,vmlinux-5.10.tar,deepfield.tar,misc.tar,fannie_mae_500k.tar,uiq2-16.bin,ambivert.wav.tar,uiq2-8.bin,uiq-32.bin,artificl.tar,uiq2-4.bin,enwik8.tar,large.tar
0,0,0,0.96,0.92,0.86,0.82,0.82,0.81,0.81,0.83,0.8,0.78,0.79
