png-large,svg-medium,svg-large,jpeg-medium,psd-medium,png-small,psd-small,jpeg-small,svg-small,psd-large,jpeg-large,png-medium
0,0,0,0.67,0.49,0.47,0.49,0.5,0.58,0.57,0.3,0.42,0.36
