large.tar,ambivert.wav.tar,deepfield.tar,fannie_mae_500k.tar,uiq-32.bin,misc.tar,uiq2-8.bin,silesia.tar,vmlinux-5.10.tar,uiq2-16.bin,uiq2-4.bin,artificl.tar,enwik8.tar
0,0,0,0.75,0.59,0.56,0.74,0.71,0.72,0.55,0.66,0.72,0.72,0.73
