psd-medium,jpeg-medium,jpeg-small,jpeg-large,psd-small,svg-large,svg-small,png-small,svg-medium,psd-large,png-large,png-medium
0,0,0,0.88,0.79,0.77,0.77,0.72,0.68,0.67,0.66,0.64,0.66
