enwik8.tar,uiq2-16.bin,uiq2-8.bin,large.tar,ambivert.wav.tar,uiq2-4.bin,silesia.tar,vmlinux-5.10.tar,deepfield.tar,fannie_mae_500k.tar,uiq-32.bin,misc.tar,artificl.tar
0,0,0,0.89,0.91,0.88,0.8,0.77,0.65,0.72,0.66,0.6,0.61,0.56
