enwik8.tar,misc.tar,artificl.tar,ambivert.wav.tar,large.tar,deepfield.tar,uiq2-16.bin,vmlinux-5.10.tar,uiq2-4.bin,uiq2-8.bin,uiq-32.bin,silesia.tar,fannie_mae_500k.tar
0,0,0,0.6,0.57,0.56,0.61,0.65,0.68,0.72,0.74,0.77,0.79,0.8
