svg-small,psd-small,svg-medium,jpeg-large,jpeg-small,png-small,png-medium,psd-medium,psd-large,jpeg-medium,png-large,svg-large
0,0,0,0.55,0.62,0.65,0.66,0.66,0.66,0.68,0.7,0.72,0.73
