svg-medium,png-large,jpeg-medium,svg-small,psd-small,psd-medium,jpeg-small,psd-large,png-medium,png-small,svg-large,jpeg-large
0,0,0,0.51,0.67,0.69,0.67,0.66,0.63,0.63,0.63,0.65,0.64
