uiq2-8.bin,vmlinux-5.10.tar,uiq2-4.bin,enwik8.tar,uiq2-16.bin,artificl.tar,uiq-32.bin,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,silesia.tar,misc.tar,deepfield.tar
0,0,0,0.69,0.66,0.39,0.54,0.35,0.4,0.42,0.49,0.31,0.43,0.53
