uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,misc.tar,ambivert.wav.tar,uiq2-8.bin,enwik8.tar,vmlinux-5.10.tar,large.tar,uiq2-16.bin,uiq-32.bin,artificl.tar,silesia.tar
0,0,0,0.58,0.38,0.35,0.38,0.41,0.41,0.43,0.4,0.55,0.41,0.42
