psd-medium,psd-small,svg-medium,svg-large,svg-small,jpeg-medium,jpeg-small,png-large,psd-large,jpeg-large,png-medium,png-small
0,0,0,0.78,0.68,0.6,0.45,0.6,0.48,0.52,0.48,0.51,0.42
