deepfield.tar,large.tar,uiq2-8.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq-32.bin,uiq2-16.bin,uiq2-4.bin,vmlinux-5.10.tar,enwik8.tar,silesia.tar,artificl.tar,misc.tar
0,0,0,0.76,0.79,0.79,0.81,0.8,0.81,0.82,0.82,0.81,0.82,0.8
