uiq2-16.bin,uiq2-8.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,large.tar,misc.tar,enwik8.tar,deepfield.tar,artificl.tar,uiq-32.bin,uiq2-4.bin,silesia.tar,ambivert.wav.tar
0,0,0,0.91,0.87,0.85,0.59,0.61,0.74,0.56,0.62,0.56,0.4,0.58
