large.tar,vmlinux-5.10.tar,deepfield.tar,fannie_mae_500k.tar,artificl.tar,ambivert.wav.tar,enwik8.tar,uiq2-16.bin,uiq-32.bin,uiq2-4.bin,uiq2-8.bin,silesia.tar,misc.tar
0,0,0,0.88,0.6,0.62,0.54,0.53,0.57,0.76,0.71,0.7,0.67,0.76
