jpeg-small,png-medium,svg-large,jpeg-medium,svg-small,png-large,psd-medium,jpeg-large,svg-medium,psd-large,psd-small,png-small
0,0,0,0.78,0.71,0.68,0.67,0.66,0.67,0.68,0.68,0.68,0.67
