vmlinux-5.10.tar,uiq2-4.bin,deepfield.tar,uiq2-16.bin,fannie_mae_500k.tar,large.tar,enwik8.tar,silesia.tar,uiq-32.bin,misc.tar,ambivert.wav.tar,uiq2-8.bin,artificl.tar
0,0,0,0.89,0.86,0.83,0.8,0.78,0.8,0.81,0.82,0.8,0.76,0.75
