silesia.tar,uiq2-4.bin,uiq2-16.bin,vmlinux-5.10.tar,enwik8.tar,artificl.tar,deepfield.tar,large.tar,ambivert.wav.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin,uiq2-8.bin
0,0,0,0.91,0.94,0.88,0.83,0.78,0.75,0.74,0.72,0.73,0.73,0.72
