psd-small,jpeg-medium,psd-medium,png-medium,svg-medium,svg-large,png-small,jpeg-small,png-large,psd-large,svg-small,jpeg-large
0,0,0,0.71,0.76,0.73,0.69,0.7,0.68,0.67,0.68,0.69,0.69
