psd-small,svg-large,jpeg-medium,png-medium,svg-medium,psd-large,png-small,psd-medium,jpeg-small,svg-small,png-large,jpeg-large
0,0,0,0.64,0.51,0.64,0.66,0.69,0.67,0.66,0.65,0.65,0.65
