artificl.tar,uiq2-8.bin,uiq2-4.bin,ambivert.wav.tar,deepfield.tar,enwik8.tar,large.tar,vmlinux-5.10.tar,uiq2-16.bin,silesia.tar,uiq-32.bin,fannie_mae_500k.tar,misc.tar
0,0,0,0.76,0.83,0.86,0.86,0.84,0.84,0.85,0.85,0.85,0.85,0.85
